problem,std_term_i,std_term_j,leg_term_i,leg_term_j,corr_std,corr_leg
Burgers,u^6,u^4u_xxxxx,P6(u),P4(u)u_xxxxx,-0.2102,0.1562
Burgers,u^6,u^5u_xxxxx,P6(u),P5(u)u_xxxxx,-0.2157,0.0458
Burgers,u^6,u^6u_xxxxx,P6(u),P6(u)u_xxxxx,-0.2289,-0.1855
Burgers,u^6,u_xxxxxx,P6(u),P0(u)u_xxxxxx,-0.0396,-0.0225
Burgers,u^6,uu_xxxxxx,P6(u),P1(u)u_xxxxxx,-0.3156,-0.4351
Burgers,u^6,u^2u_xxxxxx,P6(u),P2(u)u_xxxxxx,-0.6062,0.2983
Burgers,u^6,u^3u_xxxxxx,P6(u),P3(u)u_xxxxxx,-0.8979,0.4812
Burgers,u^6,u^4u_xxxxxx,P6(u),P4(u)u_xxxxxx,-0.9819,-0.7313
Burgers,u^6,u^5u_xxxxxx,P6(u),P5(u)u_xxxxxx,-0.9781,0.1186
Burgers,u^6,u^6u_xxxxxx,P6(u),P6(u)u_xxxxxx,-0.9506,0.454
Burgers,u_x,uu_x,P0(u)u_x,P1(u)u_x,-0.4311,-0.9635
Burgers,u_x,u^2u_x,P0(u)u_x,P2(u)u_x,0.8538,0.2454
Burgers,u_x,u^3u_x,P0(u)u_x,P3(u)u_x,0.2898,0.6523
Burgers,u_x,u^4u_x,P0(u)u_x,P4(u)u_x,0.3166,-0.7878
Burgers,u_x,u^5u_x,P0(u)u_x,P5(u)u_x,0.2128,0.454
Burgers,u_x,u^6u_x,P0(u)u_x,P6(u)u_x,0.1737,-0.0778
Burgers,u_x,u_xx,P0(u)u_x,P0(u)u_xx,-0.0,-0.0
Burgers,u_x,uu_xx,P0(u)u_x,P1(u)u_xx,-0.4395,-0.4311
Burgers,u_x,u^2u_xx,P0(u)u_x,P2(u)u_xx,-0.3237,0.6264
Burgers,u_x,u^3u_xx,P0(u)u_x,P3(u)u_xx,-0.4164,-0.0669
Burgers,u_x,u^4u_xx,P0(u)u_x,P4(u)u_xx,-0.3435,-0.0035
Burgers,u_x,u^5u_xx,P0(u)u_x,P5(u)u_xx,-0.2766,0.0555
Burgers,u_x,u^6u_xx,P0(u)u_x,P6(u)u_xx,-0.2248,-0.1143
Burgers,u_x,u_xxx,P0(u)u_x,P0(u)u_xxx,-0.6098,-0.6098
Burgers,u_x,uu_xxx,P0(u)u_x,P1(u)u_xxx,-0.0428,0.4915
Burgers,u_x,u^2u_xxx,P0(u)u_x,P2(u)u_xxx,-0.0665,0.2189
Burgers,u_x,u^3u_xxx,P0(u)u_x,P3(u)u_xxx,0.0048,-0.5839
Burgers,u_x,u^4u_xxx,P0(u)u_x,P4(u)u_xxx,0.0109,0.5296
Burgers,u_x,u^5u_xxx,P0(u)u_x,P5(u)u_xxx,0.005,-0.1064
Burgers,u_x,u^6u_xxx,P0(u)u_x,P6(u)u_xxx,0.0026,-0.265
Burgers,u_x,u_xxxx,P0(u)u_x,P0(u)u_xxxx,0.0,0.0
Burgers,u_x,uu_xxxx,P0(u)u_x,P1(u)u_xxxx,0.312,0.2783
Burgers,u_x,u^2u_xxxx,P0(u)u_x,P2(u)u_xxxx,0.3379,-0.2516
Burgers,u_x,u^3u_xxxx,P0(u)u_x,P3(u)u_xxxx,0.3944,-0.0419
Burgers,u_x,u^4u_xxxx,P0(u)u_x,P4(u)u_xxxx,0.3292,-0.0016
Burgers,u_x,u^5u_xxxx,P0(u)u_x,P5(u)u_xxxx,0.2659,0.0362
Burgers,u_x,u^6u_xxxx,P0(u)u_x,P6(u)u_xxxx,0.218,0.0353
Burgers,u_x,u_xxxxx,P0(u)u_x,P0(u)u_xxxxx,0.21,0.21
Burgers,u_x,uu_xxxxx,P0(u)u_x,P1(u)u_xxxxx,0.216,-0.025
Burgers,u_x,u^2u_xxxxx,P0(u)u_x,P2(u)u_xxxxx,-0.1675,-0.443
Burgers,u_x,u^3u_xxxxx,P0(u)u_x,P3(u)u_xxxxx,-0.0815,0.5353
Burgers,u_x,u^4u_xxxxx,P0(u)u_x,P4(u)u_xxxxx,-0.0814,-0.338
Burgers,u_x,u^5u_xxxxx,P0(u)u_x,P5(u)u_xxxxx,-0.0583,-0.1725
Burgers,u_x,u^6u_xxxxx,P0(u)u_x,P6(u)u_xxxxx,-0.0465,0.3951
Burgers,u_x,u_xxxxxx,P0(u)u_x,P0(u)u_xxxxxx,-0.0,-0.0
Burgers,u_x,uu_xxxxxx,P0(u)u_x,P1(u)u_xxxxxx,-0.262,-0.2267
Burgers,u_x,u^2u_xxxxxx,P0(u)u_x,P2(u)u_xxxxxx,-0.3331,0.0878
Burgers,u_x,u^3u_xxxxxx,P0(u)u_x,P3(u)u_xxxxxx,-0.3834,0.0757
Burgers,u_x,u^4u_xxxxxx,P0(u)u_x,P4(u)u_xxxxxx,-0.3224,0.0089
Burgers,u_x,u^5u_xxxxxx,P0(u)u_x,P5(u)u_xxxxxx,-0.2613,-0.0692
Burgers,u_x,u^6u_xxxxxx,P0(u)u_x,P6(u)u_xxxxxx,-0.2153,-0.0067
Burgers,uu_x,u^2u_x,P1(u)u_x,P2(u)u_x,-0.4807,-0.4907
Burgers,uu_x,u^3u_x,P1(u)u_x,P3(u)u_x,0.2672,-0.4599
Burgers,uu_x,u^4u_x,P1(u)u_x,P4(u)u_x,-0.0388,0.7533
Burgers,uu_x,u^5u_x,P1(u)u_x,P5(u)u_x,-0.0131,-0.6019
Burgers,uu_x,u^6u_x,P1(u)u_x,P6(u)u_x,-0.0231,0.2796
Burgers,uu_x,u_xx,P1(u)u_x,P0(u)u_xx,-0.3614,-0.1218
Burgers,uu_x,uu_xx,P1(u)u_x,P1(u)u_xx,0.2812,0.5099
Burgers,uu_x,u^2u_xx,P1(u)u_x,P2(u)u_xx,0.077,-0.68
Burgers,uu_x,u^3u_xx,P1(u)u_x,P3(u)u_xx,0.1163,0.0636
Burgers,uu_x,u^4u_xx,P1(u)u_x,P4(u)u_xx,0.0799,0.02
Burgers,uu_x,u^5u_xx,P1(u)u_x,P5(u)u_xx,0.0647,-0.0541
Burgers,uu_x,u^6u_xx,P1(u)u_x,P6(u)u_xx,0.0529,0.0948
Burgers,uu_x,u_xxx,P1(u)u_x,P0(u)u_xxx,0.3498,0.6172
Burgers,uu_x,uu_xxx,P1(u)u_x,P1(u)u_xxx,-0.2658,-0.5353
Burgers,uu_x,u^2u_xxx,P1(u)u_x,P2(u)u_xxx,-0.0189,-0.1515
Burgers,uu_x,u^3u_xxx,P1(u)u_x,P3(u)u_xxx,-0.069,0.5734
Burgers,uu_x,u^4u_xxx,P1(u)u_x,P4(u)u_xxx,-0.0385,-0.5987
Burgers,uu_x,u^5u_xxx,P1(u)u_x,P5(u)u_xxx,-0.0242,0.2356
Burgers,uu_x,u^6u_xxx,P1(u)u_x,P6(u)u_xxx,-0.0152,0.181
Burgers,uu_x,u_xxxx,P1(u)u_x,P0(u)u_xxxx,0.2422,0.0767
Burgers,uu_x,uu_xxxx,P1(u)u_x,P1(u)u_xxxx,-0.201,-0.3038
Burgers,uu_x,u^2u_xxxx,P1(u)u_x,P2(u)u_xxxx,-0.1151,0.2865
Burgers,uu_x,u^3u_xxxx,P1(u)u_x,P3(u)u_xxxx,-0.1087,0.0491
Burgers,uu_x,u^4u_xxxx,P1(u)u_x,P4(u)u_xxxx,-0.0794,-0.025
Burgers,uu_x,u^5u_xxxx,P1(u)u_x,P5(u)u_xxxx,-0.0632,-0.0321
Burgers,uu_x,u^6u_xxxx,P1(u)u_x,P6(u)u_xxxx,-0.052,-0.0119
Burgers,uu_x,u_xxxxx,P1(u)u_x,P0(u)u_xxxxx,-0.088,-0.2058
Burgers,uu_x,uu_xxxxx,P1(u)u_x,P1(u)u_xxxxx,-0.082,0.0196
Burgers,uu_x,u^2u_xxxxx,P1(u)u_x,P2(u)u_xxxxx,0.1706,0.4676
Burgers,uu_x,u^3u_xxxxx,P1(u)u_x,P3(u)u_xxxxx,0.0519,-0.5934
Burgers,uu_x,u^4u_xxxxx,P1(u)u_x,P4(u)u_xxxxx,0.0536,0.436
Burgers,uu_x,u^5u_xxxxx,P1(u)u_x,P5(u)u_xxxxx,0.0347,0.0932
Burgers,uu_x,u^6u_xxxxx,P1(u)u_x,P6(u)u_xxxxx,0.0254,-0.394
Burgers,uu_x,u_xxxxxx,P1(u)u_x,P0(u)u_xxxxxx,-0.0873,-0.0271
Burgers,uu_x,uu_xxxxxx,P1(u)u_x,P1(u)u_xxxxxx,0.169,0.2356
Burgers,uu_x,u^2u_xxxxxx,P1(u)u_x,P2(u)u_xxxxxx,0.1271,-0.1102
Burgers,uu_x,u^3u_xxxxxx,P1(u)u_x,P3(u)u_xxxxxx,0.1058,-0.0855
Burgers,uu_x,u^4u_xxxxxx,P1(u)u_x,P4(u)u_xxxxxx,0.079,0.0209
Burgers,uu_x,u^5u_xxxxxx,P1(u)u_x,P5(u)u_xxxxxx,0.0627,0.0647
Burgers,uu_x,u^6u_xxxxxx,P1(u)u_x,P6(u)u_xxxxxx,0.0518,-0.0196
Burgers,u^2u_x,u^3u_x,P2(u)u_x,P3(u)u_x,0.505,-0.5142
Burgers,u^2u_x,u^4u_x,P2(u)u_x,P4(u)u_x,0.5662,-0.0867
Burgers,u^2u_x,u^5u_x,P2(u)u_x,P5(u)u_x,0.4296,0.6618
Burgers,u^2u_x,u^6u_x,P2(u)u_x,P6(u)u_x,0.3655,-0.792
Burgers,u^2u_x,u_xx,P2(u)u_x,P0(u)u_xx,0.1348,0.4348
Burgers,u^2u_x,uu_xx,P2(u)u_x,P1(u)u_xx,-0.4155,-0.4608
Burgers,u^2u_x,u^2u_xx,P2(u)u_x,P2(u)u_xx,-0.3016,0.4705
Burgers,u^2u_x,u^3u_xx,P2(u)u_x,P3(u)u_xx,-0.4754,-0.0377
Burgers,u^2u_x,u^4u_xx,P2(u)u_x,P4(u)u_xx,-0.4309,-0.0422
Burgers,u^2u_x,u^5u_xx,P2(u)u_x,P5(u)u_xx,-0.3694,0.0291
Burgers,u^2u_x,u^6u_xx,P2(u)u_x,P6(u)u_xx,-0.3125,-0.0002
Burgers,u^2u_x,u_xxx,P2(u)u_x,P0(u)u_xxx,-0.5898,-0.2614
Burgers,u^2u_x,uu_xxx,P2(u)u_x,P1(u)u_xxx,-0.1496,0.3341
Burgers,u^2u_x,u^2u_xxx,P2(u)u_x,P2(u)u_xxx,-0.3173,-0.1642
Burgers,u^2u_x,u^3u_xxx,P2(u)u_x,P3(u)u_xxx,-0.2493,-0.1539
Burgers,u^2u_x,u^4u_xxx,P2(u)u_x,P4(u)u_xxx,-0.2095,0.4248
Burgers,u^2u_x,u^5u_xxx,P2(u)u_x,P5(u)u_xxx,-0.1811,-0.5216
Burgers,u^2u_x,u^6u_xxx,P2(u)u_x,P6(u)u_xxx,-0.1567,0.2451
Burgers,u^2u_x,u_xxxx,P2(u)u_x,P0(u)u_xxxx,-0.0515,-0.269
Burgers,u^2u_x,uu_xxxx,P2(u)u_x,P1(u)u_xxxx,0.2729,0.2002
Burgers,u^2u_x,u^2u_xxxx,P2(u)u_x,P2(u)u_xxxx,0.3309,-0.2358
Burgers,u^2u_x,u^3u_xxxx,P2(u)u_x,P3(u)u_xxxx,0.4589,-0.0237
Burgers,u^2u_x,u^4u_xxxx,P2(u)u_x,P4(u)u_xxxx,0.4204,0.0767
Burgers,u^2u_x,u^5u_xxxx,P2(u)u_x,P5(u)u_xxxx,0.3599,-0.0136
Burgers,u^2u_x,u^6u_xxxx,P2(u)u_x,P6(u)u_xxxx,0.3061,-0.0448
Burgers,u^2u_x,u_xxxxx,P2(u)u_x,P0(u)u_xxxxx,0.217,0.0579
Burgers,u^2u_x,uu_xxxxx,P2(u)u_x,P1(u)u_xxxxx,0.376,0.0444
Burgers,u^2u_x,u^2u_xxxxx,P2(u)u_x,P2(u)u_xxxxx,0.0363,-0.2745
Burgers,u^2u_x,u^3u_xxxxx,P2(u)u_x,P3(u)u_xxxxx,0.1429,0.4064
Burgers,u^2u_x,u^4u_xxxxx,P2(u)u_x,P4(u)u_xxxxx,0.1102,-0.4853
Burgers,u^2u_x,u^5u_xxxxx,P2(u)u_x,P5(u)u_xxxxx,0.1062,0.2532
Burgers,u^2u_x,u^6u_xxxxx,P2(u)u_x,P6(u)u_xxxxx,0.0948,0.1187
Burgers,u^2u_x,u_xxxxxx,P2(u)u_x,P0(u)u_xxxxxx,0.0014,0.088
Burgers,u^2u_x,uu_xxxxxx,P2(u)u_x,P1(u)u_xxxxxx,-0.2141,-0.1158
Burgers,u^2u_x,u^2u_xxxxxx,P2(u)u_x,P2(u)u_xxxxxx,-0.329,0.1157
Burgers,u^2u_x,u^3u_xxxxxx,P2(u)u_x,P3(u)u_xxxxxx,-0.4484,0.0485
Burgers,u^2u_x,u^4u_xxxxxx,P2(u)u_x,P4(u)u_xxxxxx,-0.4142,-0.0854
Burgers,u^2u_x,u^5u_xxxxxx,P2(u)u_x,P5(u)u_xxxxxx,-0.3554,0.0013
Burgers,u^2u_x,u^6u_xxxxxx,P2(u)u_x,P6(u)u_xxxxxx,-0.3034,0.0667
Burgers,u^3u_x,u^4u_x,P3(u)u_x,P4(u)u_x,0.9082,-0.7633
Burgers,u^3u_x,u^5u_x,P3(u)u_x,P5(u)u_x,0.8323,0.0469
Burgers,u^3u_x,u^6u_x,P3(u)u_x,P6(u)u_x,0.7504,0.5028
Burgers,u^3u_x,u_xx,P3(u)u_x,P0(u)u_xx,-0.1031,-0.3161
Burgers,u^3u_x,uu_xx,P3(u)u_x,P1(u)u_xx,-0.1985,-0.0535
Burgers,u^3u_x,u^2u_xx,P3(u)u_x,P2(u)u_xx,-0.3141,0.1277
Burgers,u^3u_x,u^3u_xx,P3(u)u_x,P3(u)u_xx,-0.4961,0.0463
Burgers,u^3u_x,u^4u_xx,P3(u)u_x,P4(u)u_xx,-0.5148,-0.0328
Burgers,u^3u_x,u^5u_xx,P3(u)u_x,P5(u)u_xx,-0.4716,-0.0001
Burgers,u^3u_x,u^6u_xx,P3(u)u_x,P6(u)u_xx,-0.4194,-0.0367
Burgers,u^3u_x,u_xxx,P3(u)u_x,P0(u)u_xxx,-0.2194,-0.3239
Burgers,u^3u_x,uu_xxx,P3(u)u_x,P1(u)u_xxx,-0.3638,0.1936
Burgers,u^3u_x,u^2u_xxx,P3(u)u_x,P2(u)u_xxx,-0.5128,0.2916
Burgers,u^3u_x,u^3u_xxx,P3(u)u_x,P3(u)u_xxx,-0.6615,-0.4248
Burgers,u^3u_x,u^4u_xxx,P3(u)u_x,P4(u)u_xxx,-0.642,0.206
Burgers,u^3u_x,u^5u_xxx,P3(u)u_x,P5(u)u_xxx,-0.5942,0.2835
Burgers,u^3u_x,u^6u_xxx,P3(u)u_x,P6(u)u_xxx,-0.5382,-0.4782
Burgers,u^3u_x,u_xxxx,P3(u)u_x,P0(u)u_xxxx,0.1124,0.1914
Burgers,u^3u_x,uu_xxxx,P3(u)u_x,P1(u)u_xxxx,0.147,0.1289
Burgers,u^3u_x,u^2u_xxxx,P3(u)u_x,P2(u)u_xxxx,0.3266,-0.0209
Burgers,u^3u_x,u^3u_xxxx,P3(u)u_x,P3(u)u_xxxx,0.5018,-0.08
Burgers,u^3u_x,u^4u_xxxx,P3(u)u_x,P4(u)u_xxxx,0.513,-0.0039
Burgers,u^3u_x,u^5u_xxxx,P3(u)u_x,P5(u)u_xxxx,0.4679,0.0723
Burgers,u^3u_x,u^6u_xxxx,P3(u)u_x,P6(u)u_xxxx,0.4164,0.0037
Burgers,u^3u_x,u_xxxxx,P3(u)u_x,P0(u)u_xxxxx,0.1566,0.1563
Burgers,u^3u_x,uu_xxxxx,P3(u)u_x,P1(u)u_xxxxx,0.3213,-0.1117
Burgers,u^3u_x,u^2u_xxxxx,P3(u)u_x,P2(u)u_xxxxx,0.399,-0.1406
Burgers,u^3u_x,u^3u_xxxxx,P3(u)u_x,P3(u)u_xxxxx,0.5202,0.1722
Burgers,u^3u_x,u^4u_xxxxx,P3(u)u_x,P4(u)u_xxxxx,0.5249,0.0507
Burgers,u^3u_x,u^5u_xxxxx,P3(u)u_x,P5(u)u_xxxxx,0.4962,-0.3796
Burgers,u^3u_x,u^6u_xxxxx,P3(u)u_x,P6(u)u_xxxxx,0.4536,0.3195
Burgers,u^3u_x,u_xxxxxx,P3(u)u_x,P0(u)u_xxxxxx,-0.0552,-0.0565
Burgers,u^3u_x,uu_xxxxxx,P3(u)u_x,P1(u)u_xxxxxx,-0.1232,-0.1528
Burgers,u^3u_x,u^2u_xxxxxx,P3(u)u_x,P2(u)u_xxxxxx,-0.3195,-0.0138
Burgers,u^3u_x,u^3u_xxxxxx,P3(u)u_x,P3(u)u_xxxxxx,-0.4997,0.0859
Burgers,u^3u_x,u^4u_xxxxxx,P3(u)u_x,P4(u)u_xxxxxx,-0.5105,0.0195
Burgers,u^3u_x,u^5u_xxxxxx,P3(u)u_x,P5(u)u_xxxxxx,-0.4659,-0.0915
Burgers,u^3u_x,u^6u_xxxxxx,P3(u)u_x,P6(u)u_xxxxxx,-0.4153,0.0031
Burgers,u^4u_x,u^5u_x,P4(u)u_x,P5(u)u_x,0.9717,-0.6612
Burgers,u^4u_x,u^6u_x,P4(u)u_x,P6(u)u_x,0.9214,0.0554
Burgers,u^4u_x,u_xx,P4(u)u_x,P0(u)u_xx,0.0253,0.0796
Burgers,u^4u_x,uu_xx,P4(u)u_x,P1(u)u_xx,-0.2274,0.375
Burgers,u^4u_x,u^2u_xx,P4(u)u_x,P2(u)u_xx,-0.2971,-0.3752
Burgers,u^4u_x,u^3u_xx,P4(u)u_x,P3(u)u_xx,-0.5146,-0.1143
Burgers,u^4u_x,u^4u_xx,P4(u)u_x,P4(u)u_xx,-0.5586,0.1462
Burgers,u^4u_x,u^5u_xx,P4(u)u_x,P5(u)u_xx,-0.5341,-0.0185
Burgers,u^4u_x,u^6u_xx,P4(u)u_x,P6(u)u_xx,-0.4905,-0.0119
Burgers,u^4u_x,u_xxx,P4(u)u_x,P0(u)u_xxx,-0.2515,0.5008
Burgers,u^4u_x,uu_xxx,P4(u)u_x,P1(u)u_xxx,-0.2323,-0.4214
Burgers,u^4u_x,u^2u_xxx,P4(u)u_x,P2(u)u_xxx,-0.4954,-0.1871
Burgers,u^4u_x,u^3u_xxx,P4(u)u_x,P3(u)u_xxx,-0.7008,0.557
Burgers,u^4u_x,u^4u_xxx,P4(u)u_x,P4(u)u_xxx,-0.7492,-0.5434
Burgers,u^4u_x,u^5u_xxx,P4(u)u_x,P5(u)u_xxx,-0.7354,0.0785
Burgers,u^4u_x,u^6u_xxx,P4(u)u_x,P6(u)u_xxx,-0.6958,0.3966
Burgers,u^4u_x,u_xxxx,P4(u)u_x,P0(u)u_xxxx,0.0156,-0.0451
Burgers,u^4u_x,uu_xxxx,P4(u)u_x,P1(u)u_xxxx,0.1633,-0.3144
Burgers,u^4u_x,u^2u_xxxx,P4(u)u_x,P2(u)u_xxxx,0.3256,0.1699
Burgers,u^4u_x,u^3u_xxxx,P4(u)u_x,P3(u)u_xxxx,0.526,0.1677
Burgers,u^4u_x,u^4u_xxxx,P4(u)u_x,P4(u)u_xxxx,0.5628,-0.1135
Burgers,u^4u_x,u^5u_xxxx,P4(u)u_x,P5(u)u_xxxx,0.5339,-0.081
Burgers,u^4u_x,u^6u_xxxx,P4(u)u_x,P6(u)u_xxxx,0.49,0.0751
Burgers,u^4u_x,u_xxxxx,P4(u)u_x,P0(u)u_xxxxx,0.1385,-0.2345
Burgers,u^4u_x,uu_xxxxx,P4(u)u_x,P1(u)u_xxxxx,0.2989,0.1467
Burgers,u^4u_x,u^2u_xxxxx,P4(u)u_x,P2(u)u_xxxxx,0.3635,0.2794
Burgers,u^4u_x,u^3u_xxxxx,P4(u)u_x,P3(u)u_xxxxx,0.5782,-0.4242
Burgers,u^4u_x,u^4u_xxxxx,P4(u)u_x,P4(u)u_xxxxx,0.6281,0.2608
Burgers,u^4u_x,u^5u_xxxxx,P4(u)u_x,P5(u)u_xxxxx,0.6284,0.2617
Burgers,u^4u_x,u^6u_xxxxx,P4(u)u_x,P6(u)u_xxxxx,0.5986,-0.4798
Burgers,u^4u_x,u_xxxxxx,P4(u)u_x,P0(u)u_xxxxxx,-0.0167,0.0076
Burgers,u^4u_x,uu_xxxxxx,P4(u)u_x,P1(u)u_xxxxxx,-0.1352,0.2934
Burgers,u^4u_x,u^2u_xxxxxx,P4(u)u_x,P2(u)u_xxxxxx,-0.3256,-0.0739
Burgers,u^4u_x,u^3u_xxxxxx,P4(u)u_x,P3(u)u_xxxxxx,-0.5268,-0.1835
Burgers,u^4u_x,u^4u_xxxxxx,P4(u)u_x,P4(u)u_xxxxxx,-0.5631,0.0966
Burgers,u^4u_x,u^5u_xxxxxx,P4(u)u_x,P5(u)u_xxxxxx,-0.5338,0.1118
Burgers,u^4u_x,u^6u_xxxxxx,P4(u)u_x,P6(u)u_xxxxxx,-0.4901,-0.0951
Burgers,u^5u_x,u^6u_x,P5(u)u_x,P6(u)u_x,0.9853,-0.7472
Burgers,u^5u_x,u_xx,P5(u)u_x,P0(u)u_xx,0.0148,0.2223
Burgers,u^5u_x,uu_xx,P5(u)u_x,P1(u)u_xx,-0.1748,-0.4805
Burgers,u^5u_x,u^2u_xx,P5(u)u_x,P2(u)u_xx,-0.2605,0.4415
Burgers,u^5u_x,u^3u_xx,P5(u)u_x,P3(u)u_xx,-0.4747,0.0983
Burgers,u^5u_x,u^4u_xx,P5(u)u_x,P4(u)u_xx,-0.5467,-0.1973
Burgers,u^5u_x,u^5u_xx,P5(u)u_x,P5(u)u_xx,-0.5453,0.0941
Burgers,u^5u_x,u^6u_xx,P5(u)u_x,P6(u)u_xx,-0.518,0.0132
Burgers,u^5u_x,u_xxx,P5(u)u_x,P0(u)u_xxx,-0.18,-0.4134
Burgers,u^5u_x,uu_xxx,P5(u)u_x,P1(u)u_xxx,-0.1775,0.4209
Burgers,u^5u_x,u^2u_xxx,P5(u)u_x,P2(u)u_xxx,-0.4303,-0.0198
Burgers,u^5u_x,u^3u_xxx,P5(u)u_x,P3(u)u_xxx,-0.6703,-0.3701
Burgers,u^5u_x,u^4u_xxx,P5(u)u_x,P4(u)u_xxx,-0.7623,0.5809
Burgers,u^5u_x,u^5u_xxx,P5(u)u_x,P5(u)u_xxx,-0.7804,-0.4741
Burgers,u^5u_x,u^6u_xxx,P5(u)u_x,P6(u)u_xxx,-0.7627,-0.0042
Burgers,u^5u_x,u_xxxx,P5(u)u_x,P0(u)u_xxxx,0.0121,-0.136
Burgers,u^5u_x,uu_xxxx,P5(u)u_x,P1(u)u_xxxx,0.1307,0.3116
Burgers,u^5u_x,u^2u_xxxx,P5(u)u_x,P2(u)u_xxxx,0.2883,-0.2708
Burgers,u^5u_x,u^3u_xxxx,P5(u)u_x,P3(u)u_xxxx,0.4922,-0.1328
Burgers,u^5u_x,u^4u_xxxx,P5(u)u_x,P4(u)u_xxxx,0.5556,0.181
Burgers,u^5u_x,u^5u_xxxx,P5(u)u_x,P5(u)u_xxxx,0.5486,-0.0127
Burgers,u^5u_x,u^6u_xxxx,P5(u)u_x,P6(u)u_xxxx,0.5198,-0.0798
Burgers,u^5u_x,u_xxxxx,P5(u)u_x,P0(u)u_xxxxx,0.1074,0.2016
Burgers,u^5u_x,uu_xxxxx,P5(u)u_x,P1(u)u_xxxxx,0.2253,-0.105
Burgers,u^5u_x,u^2u_xxxxx,P5(u)u_x,P2(u)u_xxxxx,0.336,-0.2733
Burgers,u^5u_x,u^3u_xxxxx,P5(u)u_x,P3(u)u_xxxxx,0.5651,0.4373
Burgers,u^5u_x,u^4u_xxxxx,P5(u)u_x,P4(u)u_xxxxx,0.6505,-0.4225
Burgers,u^5u_x,u^5u_xxxxx,P5(u)u_x,P5(u)u_xxxxx,0.6755,0.0432
Burgers,u^5u_x,u^6u_xxxxx,P5(u)u_x,P6(u)u_xxxxx,0.6631,0.3428
Burgers,u^5u_x,u_xxxxxx,P5(u)u_x,P0(u)u_xxxxxx,-0.0118,0.0466
Burgers,u^5u_x,uu_xxxxxx,P5(u)u_x,P1(u)u_xxxxxx,-0.111,-0.2544
Burgers,u^5u_x,u^2u_xxxxxx,P5(u)u_x,P2(u)u_xxxxxx,-0.2901,0.1655
Burgers,u^5u_x,u^3u_xxxxxx,P5(u)u_x,P3(u)u_xxxxxx,-0.4962,0.1488
Burgers,u^5u_x,u^4u_xxxxxx,P5(u)u_x,P4(u)u_xxxxxx,-0.5582,-0.1705
Burgers,u^5u_x,u^5u_xxxxxx,P5(u)u_x,P5(u)u_xxxxxx,-0.5501,-0.0164
Burgers,u^5u_x,u^6u_xxxxxx,P5(u)u_x,P6(u)u_xxxxxx,-0.5211,0.105
Burgers,u^6u_x,u_xx,P6(u)u_x,P0(u)u_xx,0.0175,-0.3722
Burgers,u^6u_x,uu_xx,P6(u)u_x,P1(u)u_xx,-0.1497,0.3306
Burgers,u^6u_x,u^2u_xx,P6(u)u_x,P2(u)u_xx,-0.2355,-0.3769
Burgers,u^6u_x,u^3u_xx,P6(u)u_x,P3(u)u_xx,-0.4496,0.0432
Burgers,u^6u_x,u^4u_xx,P6(u)u_x,P4(u)u_xx,-0.5408,0.0986
Burgers,u^6u_x,u^5u_xx,P6(u)u_x,P5(u)u_xx,-0.5577,-0.177
Burgers,u^6u_x,u^6u_xx,P6(u)u_x,P6(u)u_xx,-0.5446,0.0821
Burgers,u^6u_x,u_xxx,P6(u)u_x,P0(u)u_xxx,-0.1528,0.2106
Burgers,u^6u_x,uu_xxx,P6(u)u_x,P1(u)u_xxx,-0.138,-0.2609
Burgers,u^6u_x,u^2u_xxx,P6(u)u_x,P2(u)u_xxx,-0.3747,0.1385
Burgers,u^6u_x,u^3u_xxx,P6(u)u_x,P3(u)u_xxx,-0.6134,0.0949
Burgers,u^6u_x,u^4u_xxx,P6(u)u_x,P4(u)u_xxx,-0.7274,-0.3463
Burgers,u^6u_x,u^5u_xxx,P6(u)u_x,P5(u)u_xxx,-0.7682,0.5565
Burgers,u^6u_x,u^6u_xxx,P6(u)u_x,P6(u)u_xxx,-0.7698,-0.3785
Burgers,u^6u_x,u_xxxx,P6(u)u_x,P0(u)u_xxxx,0.0046,0.2282
Burgers,u^6u_x,uu_xxxx,P6(u)u_x,P1(u)u_xxxx,0.1142,-0.1327
Burgers,u^6u_x,u^2u_xxxx,P6(u)u_x,P2(u)u_xxxx,0.2635,0.2697
Burgers,u^6u_x,u^3u_xxxx,P6(u)u_x,P3(u)u_xxxx,0.4703,-0.0274
Burgers,u^6u_x,u^4u_xxxx,P6(u)u_x,P4(u)u_xxxx,0.5526,-0.1032
Burgers,u^6u_x,u^5u_xxxx,P6(u)u_x,P5(u)u_xxxx,0.5633,0.1382
Burgers,u^6u_x,u^6u_xxxx,P6(u)u_x,P6(u)u_xxxx,0.5481,-0.0292
Burgers,u^6u_x,u_xxxxx,P6(u)u_x,P0(u)u_xxxxx,0.0917,-0.0842
Burgers,u^6u_x,uu_xxxxx,P6(u)u_x,P1(u)u_xxxxx,0.1837,-0.0056
Burgers,u^6u_x,u^2u_xxxxx,P6(u)u_x,P2(u)u_xxxxx,0.2951,0.2012
Burgers,u^6u_x,u^3u_xxxxx,P6(u)u_x,P3(u)u_xxxxx,0.5209,-0.2923
Burgers,u^6u_x,u^4u_xxxxx,P6(u)u_x,P4(u)u_xxxxx,0.6229,0.3628
Burgers,u^6u_x,u^5u_xxxxx,P6(u)u_x,P5(u)u_xxxxx,0.6658,-0.2471
Burgers,u^6u_x,u^6u_xxxxx,P6(u)u_x,P6(u)u_xxxxx,0.669,-0.0436
