problem,std_term_i,std_term_j,leg_term_i,leg_term_j,corr_std,corr_leg
Heat,u^4u_xxxxx,u^2u_xxxxxx,P4(u)u_xxxxx,P2(u)u_xxxxxx,-0.0097,0.0124
Heat,u^4u_xxxxx,u^3u_xxxxxx,P4(u)u_xxxxx,P3(u)u_xxxxxx,-0.0203,-0.0034
Heat,u^4u_xxxxx,u^4u_xxxxxx,P4(u)u_xxxxx,P4(u)u_xxxxxx,-0.0245,-0.0029
Heat,u^4u_xxxxx,u^5u_xxxxxx,P4(u)u_xxxxx,P5(u)u_xxxxxx,-0.0333,0.0045
Heat,u^4u_xxxxx,u^6u_xxxxxx,P4(u)u_xxxxx,P6(u)u_xxxxxx,-0.0365,-0.0003
Heat,u^5u_xxxxx,u^6u_xxxxx,P5(u)u_xxxxx,P6(u)u_xxxxx,0.8246,-0.0207
Heat,u^5u_xxxxx,u_xxxxxx,P5(u)u_xxxxx,P0(u)u_xxxxxx,0.023,0.0102
Heat,u^5u_xxxxx,uu_xxxxxx,P5(u)u_xxxxx,P1(u)u_xxxxxx,0.0351,-0.005
Heat,u^5u_xxxxx,u^2u_xxxxxx,P5(u)u_xxxxx,P2(u)u_xxxxxx,-0.0077,-0.0015
Heat,u^5u_xxxxx,u^3u_xxxxxx,P5(u)u_xxxxx,P3(u)u_xxxxxx,-0.0175,0.0131
Heat,u^5u_xxxxx,u^4u_xxxxxx,P5(u)u_xxxxx,P4(u)u_xxxxxx,-0.0196,-0.0035
Heat,u^5u_xxxxx,u^5u_xxxxxx,P5(u)u_xxxxx,P5(u)u_xxxxxx,-0.0285,-0.01
Heat,u^5u_xxxxx,u^6u_xxxxxx,P5(u)u_xxxxx,P6(u)u_xxxxxx,-0.0306,0.0133
Heat,u^6u_xxxxx,u_xxxxxx,P6(u)u_xxxxx,P0(u)u_xxxxxx,0.0258,-0.0086
Heat,u^6u_xxxxx,uu_xxxxxx,P6(u)u_xxxxx,P1(u)u_xxxxxx,0.0436,0.0001
Heat,u^6u_xxxxx,u^2u_xxxxxx,P6(u)u_xxxxx,P2(u)u_xxxxxx,-0.0072,-0.0016
Heat,u^6u_xxxxx,u^3u_xxxxxx,P6(u)u_xxxxx,P3(u)u_xxxxxx,-0.0091,0.0079
Heat,u^6u_xxxxx,u^4u_xxxxxx,P6(u)u_xxxxx,P4(u)u_xxxxxx,-0.0165,0.0089
Heat,u^6u_xxxxx,u^5u_xxxxxx,P6(u)u_xxxxx,P5(u)u_xxxxxx,-0.0198,-0.0055
Heat,u^6u_xxxxx,u^6u_xxxxxx,P6(u)u_xxxxx,P6(u)u_xxxxxx,-0.0256,-0.0244
Heat,u_xxxxxx,uu_xxxxxx,P0(u)u_xxxxxx,P1(u)u_xxxxxx,0.112,-0.0931
Heat,u_xxxxxx,u^2u_xxxxxx,P0(u)u_xxxxxx,P2(u)u_xxxxxx,0.0848,-0.1351
Heat,u_xxxxxx,u^3u_xxxxxx,P0(u)u_xxxxxx,P3(u)u_xxxxxx,0.0307,0.0265
Heat,u_xxxxxx,u^4u_xxxxxx,P0(u)u_xxxxxx,P4(u)u_xxxxxx,0.0452,0.0398
Heat,u_xxxxxx,u^5u_xxxxxx,P0(u)u_xxxxxx,P5(u)u_xxxxxx,0.0223,-0.017
Heat,u_xxxxxx,u^6u_xxxxxx,P0(u)u_xxxxxx,P6(u)u_xxxxxx,0.0329,-0.0079
Heat,uu_xxxxxx,u^2u_xxxxxx,P1(u)u_xxxxxx,P2(u)u_xxxxxx,0.0622,0.0058
Heat,uu_xxxxxx,u^3u_xxxxxx,P1(u)u_xxxxxx,P3(u)u_xxxxxx,0.1952,-0.1827
Heat,uu_xxxxxx,u^4u_xxxxxx,P1(u)u_xxxxxx,P4(u)u_xxxxxx,0.0668,0.0152
Heat,uu_xxxxxx,u^5u_xxxxxx,P1(u)u_xxxxxx,P5(u)u_xxxxxx,0.1306,0.0456
Heat,uu_xxxxxx,u^6u_xxxxxx,P1(u)u_xxxxxx,P6(u)u_xxxxxx,0.0725,-0.0187
Heat,u^2u_xxxxxx,u^3u_xxxxxx,P2(u)u_xxxxxx,P3(u)u_xxxxxx,0.6272,0.1883
Heat,u^2u_xxxxxx,u^4u_xxxxxx,P2(u)u_xxxxxx,P4(u)u_xxxxxx,0.9559,-0.8914
Heat,u^2u_xxxxxx,u^5u_xxxxxx,P2(u)u_xxxxxx,P5(u)u_xxxxxx,0.6701,-0.1866
Heat,u^2u_xxxxxx,u^6u_xxxxxx,P2(u)u_xxxxxx,P6(u)u_xxxxxx,0.8925,0.2979
Heat,u^3u_xxxxxx,u^4u_xxxxxx,P3(u)u_xxxxxx,P4(u)u_xxxxxx,0.7531,-0.2283
Heat,u^3u_xxxxxx,u^5u_xxxxxx,P3(u)u_xxxxxx,P5(u)u_xxxxxx,0.9799,-0.9529
Heat,u^3u_xxxxxx,u^6u_xxxxxx,P3(u)u_xxxxxx,P6(u)u_xxxxxx,0.7978,0.1715
Heat,u^4u_xxxxxx,u^5u_xxxxxx,P4(u)u_xxxxxx,P5(u)u_xxxxxx,0.8116,0.2113
Heat,u^4u_xxxxxx,u^6u_xxxxxx,P4(u)u_xxxxxx,P6(u)u_xxxxxx,0.9816,-0.6803
Heat,u^5u_xxxxxx,u^6u_xxxxxx,P5(u)u_xxxxxx,P6(u)u_xxxxxx,0.8695,-0.1473
Nagumo,1,u,P0(u),P1(u),,
Nagumo,1,u^2,P0(u),P2(u),,
Nagumo,1,u^3,P0(u),P3(u),,
Nagumo,1,u^4,P0(u),P4(u),,
Nagumo,1,u^5,P0(u),P5(u),,
Nagumo,1,u^6,P0(u),P6(u),,
Nagumo,1,u_x,P0(u),P0(u)u_x,,
Nagumo,1,uu_x,P0(u),P1(u)u_x,,
Nagumo,1,u^2u_x,P0(u),P2(u)u_x,,
Nagumo,1,u^3u_x,P0(u),P3(u)u_x,,
Nagumo,1,u^4u_x,P0(u),P4(u)u_x,,
Nagumo,1,u^5u_x,P0(u),P5(u)u_x,,
Nagumo,1,u^6u_x,P0(u),P6(u)u_x,,
Nagumo,1,u_xx,P0(u),P0(u)u_xx,,
Nagumo,1,uu_xx,P0(u),P1(u)u_xx,,
Nagumo,1,u^2u_xx,P0(u),P2(u)u_xx,,
Nagumo,1,u^3u_xx,P0(u),P3(u)u_xx,,
Nagumo,1,u^4u_xx,P0(u),P4(u)u_xx,,
Nagumo,1,u^5u_xx,P0(u),P5(u)u_xx,,
Nagumo,1,u^6u_xx,P0(u),P6(u)u_xx,,
Nagumo,1,u_xxx,P0(u),P0(u)u_xxx,,
Nagumo,1,uu_xxx,P0(u),P1(u)u_xxx,,
Nagumo,1,u^2u_xxx,P0(u),P2(u)u_xxx,,
Nagumo,1,u^3u_xxx,P0(u),P3(u)u_xxx,,
Nagumo,1,u^4u_xxx,P0(u),P4(u)u_xxx,,
Nagumo,1,u^5u_xxx,P0(u),P5(u)u_xxx,,
Nagumo,1,u^6u_xxx,P0(u),P6(u)u_xxx,,
Nagumo,1,u_xxxx,P0(u),P0(u)u_xxxx,,
Nagumo,1,uu_xxxx,P0(u),P1(u)u_xxxx,,
Nagumo,1,u^2u_xxxx,P0(u),P2(u)u_xxxx,,
Nagumo,1,u^3u_xxxx,P0(u),P3(u)u_xxxx,,
Nagumo,1,u^4u_xxxx,P0(u),P4(u)u_xxxx,,
Nagumo,1,u^5u_xxxx,P0(u),P5(u)u_xxxx,,
Nagumo,1,u^6u_xxxx,P0(u),P6(u)u_xxxx,,
Nagumo,1,u_xxxxx,P0(u),P0(u)u_xxxxx,,
Nagumo,1,uu_xxxxx,P0(u),P1(u)u_xxxxx,,
Nagumo,1,u^2u_xxxxx,P0(u),P2(u)u_xxxxx,,
Nagumo,1,u^3u_xxxxx,P0(u),P3(u)u_xxxxx,,
Nagumo,1,u^4u_xxxxx,P0(u),P4(u)u_xxxxx,,
Nagumo,1,u^5u_xxxxx,P0(u),P5(u)u_xxxxx,,
Nagumo,1,u^6u_xxxxx,P0(u),P6(u)u_xxxxx,,
Nagumo,1,u_xxxxxx,P0(u),P0(u)u_xxxxxx,,
Nagumo,1,uu_xxxxxx,P0(u),P1(u)u_xxxxxx,,
Nagumo,1,u^2u_xxxxxx,P0(u),P2(u)u_xxxxxx,,
Nagumo,1,u^3u_xxxxxx,P0(u),P3(u)u_xxxxxx,,
Nagumo,1,u^4u_xxxxxx,P0(u),P4(u)u_xxxxxx,,
Nagumo,1,u^5u_xxxxxx,P0(u),P5(u)u_xxxxxx,,
Nagumo,1,u^6u_xxxxxx,P0(u),P6(u)u_xxxxxx,,
Nagumo,u,u^2,P1(u),P2(u),0.0408,-0.1216
Nagumo,u,u^3,P1(u),P3(u),0.9771,-0.9917
Nagumo,u,u^4,P1(u),P4(u),0.1755,0.1575
Nagumo,u,u^5,P1(u),P5(u),0.9327,0.9034
Nagumo,u,u^6,P1(u),P6(u),0.3004,-0.1871
Nagumo,u,u_x,P1(u),P0(u)u_x,-0.0,0.0001
Nagumo,u,uu_x,P1(u),P1(u)u_x,0.0136,0.0123
Nagumo,u,u^2u_x,P1(u),P2(u)u_x,-0.001,-0.0009
Nagumo,u,u^3u_x,P1(u),P3(u)u_x,0.0176,-0.0112
Nagumo,u,u^4u_x,P1(u),P4(u)u_x,-0.0006,0.0027
Nagumo,u,u^5u_x,P1(u),P5(u)u_x,0.0211,0.0097
Nagumo,u,u^6u_x,P1(u),P6(u)u_x,0.0021,-0.0044
Nagumo,u,u_xx,P1(u),P0(u)u_xx,-0.7301,-0.7318
Nagumo,u,uu_xx,P1(u),P1(u)u_xx,-0.2693,-0.2312
Nagumo,u,u^2u_xx,P1(u),P2(u)u_xx,-0.9872,-0.9601
Nagumo,u,u^3u_xx,P1(u),P3(u)u_xx,-0.1794,0.198
Nagumo,u,u^4u_xx,P1(u),P4(u)u_xx,-0.9606,0.9751
Nagumo,u,u^5u_xx,P1(u),P5(u)u_xx,-0.2694,-0.1678
Nagumo,u,u^6u_xx,P1(u),P6(u)u_xx,-0.9135,-0.8122
Nagumo,u,u_xxx,P1(u),P0(u)u_xxx,0.0,-0.0001
Nagumo,u,uu_xxx,P1(u),P1(u)u_xxx,0.1298,0.1322
Nagumo,u,u^2u_xxx,P1(u),P2(u)u_xxx,-0.0441,-0.028
Nagumo,u,u^3u_xxx,P1(u),P3(u)u_xxx,0.1156,-0.1077
Nagumo,u,u^4u_xxx,P1(u),P4(u)u_xxx,-0.0367,0.0604
Nagumo,u,u^5u_xxx,P1(u),P5(u)u_xxx,0.0667,0.0451
Nagumo,u,u^6u_xxx,P1(u),P6(u)u_xxx,-0.0237,-0.0371
Nagumo,u,u_xxxx,P1(u),P0(u)u_xxxx,0.0677,0.0681
Nagumo,u,uu_xxxx,P1(u),P1(u)u_xxxx,0.0843,0.0813
Nagumo,u,u^2u_xxxx,P1(u),P2(u)u_xxxx,0.9863,0.9817
Nagumo,u,u^3u_xxxx,P1(u),P3(u)u_xxxx,0.0965,-0.1043
Nagumo,u,u^4u_xxxx,P1(u),P4(u)u_xxxx,0.9622,-0.9661
Nagumo,u,u^5u_xxxx,P1(u),P5(u)u_xxxx,0.2112,0.1445
Nagumo,u,u^6u_xxxx,P1(u),P6(u)u_xxxx,0.9139,0.745
Nagumo,u,u_xxxxx,P1(u),P0(u)u_xxxxx,-0.0,0.0
Nagumo,u,uu_xxxxx,P1(u),P1(u)u_xxxxx,-0.0147,-0.0153
Nagumo,u,u^2u_xxxxx,P1(u),P2(u)u_xxxxx,0.0111,0.0109
Nagumo,u,u^3u_xxxxx,P1(u),P3(u)u_xxxxx,-0.0077,0.0169
Nagumo,u,u^4u_xxxxx,P1(u),P4(u)u_xxxxx,0.0081,-0.0156
Nagumo,u,u^5u_xxxxx,P1(u),P5(u)u_xxxxx,-0.002,-0.0183
Nagumo,u,u^6u_xxxxx,P1(u),P6(u)u_xxxxx,0.0087,0.0015
Nagumo,u,u_xxxxxx,P1(u),P0(u)u_xxxxxx,-0.0095,-0.0096
Nagumo,u,uu_xxxxxx,P1(u),P1(u)u_xxxxxx,-0.0572,-0.0565
Nagumo,u,u^2u_xxxxxx,P1(u),P2(u)u_xxxxxx,-0.9845,-0.9794
Nagumo,u,u^3u_xxxxxx,P1(u),P3(u)u_xxxxxx,-0.083,0.0989
Nagumo,u,u^4u_xxxxxx,P1(u),P4(u)u_xxxxxx,-0.9608,0.9637
Nagumo,u,u^5u_xxxxxx,P1(u),P5(u)u_xxxxxx,-0.2004,-0.1456
Nagumo,u,u^6u_xxxxxx,P1(u),P6(u)u_xxxxxx,-0.9112,-0.7331
Nagumo,u^2,u^3,P2(u),P3(u),0.0408,0.0829
Nagumo,u^2,u^4,P2(u),P4(u),0.9558,-0.9878
Nagumo,u^2,u^5,P2(u),P5(u),0.0907,0.0379
Nagumo,u^2,u^6,P2(u),P6(u),0.8605,0.905
Nagumo,u^2,u_x,P2(u),P0(u)u_x,-0.0122,-0.0082
Nagumo,u^2,uu_x,P2(u),P1(u)u_x,-0.0054,-0.007
Nagumo,u^2,u^2u_x,P2(u),P2(u)u_x,-0.0022,0.01
Nagumo,u^2,u^3u_x,P2(u),P3(u)u_x,-0.0072,0.0059
Nagumo,u^2,u^4u_x,P2(u),P4(u)u_x,0.0055,-0.0143
Nagumo,u^2,u^5u_x,P2(u),P5(u)u_x,-0.0067,-0.004
Nagumo,u^2,u^6u_x,P2(u),P6(u)u_x,0.0116,0.0181
Nagumo,u^2,u_xx,P2(u),P0(u)u_xx,-0.0607,0.0542
Nagumo,u^2,uu_xx,P2(u),P1(u)u_xx,-0.5311,-0.4605
Nagumo,u^2,u^2u_xx,P2(u),P2(u)u_xx,-0.0684,0.1101
Nagumo,u^2,u^3u_xx,P2(u),P3(u)u_xx,-0.9437,-0.847
Nagumo,u^2,u^4u_xx,P2(u),P4(u)u_xx,-0.0797,-0.0514
Nagumo,u^2,u^5u_xx,P2(u),P5(u)u_xx,-0.895,0.9515
Nagumo,u^2,u^6u_xx,P2(u),P6(u)u_xx,-0.1268,-0.1189
Nagumo,u^2,u_xxx,P2(u),P0(u)u_xxx,0.1866,0.1873
Nagumo,u^2,uu_xxx,P2(u),P1(u)u_xxx,-0.1402,-0.1703
Nagumo,u^2,u^2u_xxx,P2(u),P2(u)u_xxx,0.1854,-0.1302
Nagumo,u^2,u^3u_xxx,P2(u),P3(u)u_xxx,-0.11,0.1452
Nagumo,u^2,u^4u_xxx,P2(u),P4(u)u_xxx,0.1058,-0.0012
Nagumo,u^2,u^5u_xxx,P2(u),P5(u)u_xxx,-0.0697,-0.0692
Nagumo,u^2,u^6u_xxx,P2(u),P6(u)u_xxx,0.0427,0.0624
Nagumo,u^2,u_xxxx,P2(u),P0(u)u_xxxx,-0.0131,-0.0245
Nagumo,u^2,uu_xxxx,P2(u),P1(u)u_xxxx,0.0991,0.0568
Nagumo,u^2,u^2u_xxxx,P2(u),P2(u)u_xxxx,0.0529,-0.1059
Nagumo,u^2,u^3u_xxxx,P2(u),P3(u)u_xxxx,0.9342,0.9185
Nagumo,u^2,u^4u_xxxx,P2(u),P4(u)u_xxxx,0.0575,0.0444
Nagumo,u^2,u^5u_xxxx,P2(u),P5(u)u_xxxx,0.8993,-0.9502
Nagumo,u^2,u^6u_xxxx,P2(u),P6(u)u_xxxx,0.1035,0.1454
Nagumo,u^2,u_xxxxx,P2(u),P0(u)u_xxxxx,-0.0276,-0.0279
Nagumo,u^2,uu_xxxxx,P2(u),P1(u)u_xxxxx,0.02,0.0241
Nagumo,u^2,u^2u_xxxxx,P2(u),P2(u)u_xxxxx,-0.0083,0.0263
Nagumo,u^2,u^3u_xxxxx,P2(u),P3(u)u_xxxxx,0.018,-0.0142
Nagumo,u^2,u^4u_xxxxx,P2(u),P4(u)u_xxxxx,0.0049,-0.0108
Nagumo,u^2,u^5u_xxxxx,P2(u),P5(u)u_xxxxx,0.0172,-0.0093
Nagumo,u^2,u^6u_xxxxx,P2(u),P6(u)u_xxxxx,0.0104,0.0022
Nagumo,u^2,u_xxxxxx,P2(u),P0(u)u_xxxxxx,0.0057,0.0074
Nagumo,u^2,uu_xxxxxx,P2(u),P1(u)u_xxxxxx,-0.0695,-0.0374
Nagumo,u^2,u^2u_xxxxxx,P2(u),P2(u)u_xxxxxx,-0.0506,0.1087
Nagumo,u^2,u^3u_xxxxxx,P2(u),P3(u)u_xxxxxx,-0.9264,-0.9131
Nagumo,u^2,u^4u_xxxxxx,P2(u),P4(u)u_xxxxxx,-0.054,-0.0451
Nagumo,u^2,u^5u_xxxxxx,P2(u),P5(u)u_xxxxxx,-0.8949,0.9466
Nagumo,u^2,u^6u_xxxxxx,P2(u),P6(u)u_xxxxxx,-0.0996,-0.1477
Nagumo,u^3,u^4,P3(u),P4(u),0.1937,-0.1208
Nagumo,u^3,u^5,P3(u),P5(u),0.9856,-0.9502
Nagumo,u^3,u^6,P3(u),P6(u),0.3377,0.16
Nagumo,u^3,u_x,P3(u),P0(u)u_x,-0.001,-0.0005
Nagumo,u^3,uu_x,P3(u),P1(u)u_x,0.0101,-0.0117
Nagumo,u^3,u^2u_x,P3(u),P2(u)u_x,-0.0021,0.0012
Nagumo,u^3,u^3u_x,P3(u),P3(u)u_x,0.0141,0.0105
Nagumo,u^3,u^4u_x,P3(u),P4(u)u_x,-0.0018,-0.0025
Nagumo,u^3,u^5u_x,P3(u),P5(u)u_x,0.0184,-0.0089
Nagumo,u^3,u^6u_x,P3(u),P6(u)u_x,0.0013,0.0034
Nagumo,u^3,u_xx,P3(u),P0(u)u_xx,-0.7069,0.7232
Nagumo,u^3,uu_xx,P3(u),P1(u)u_xx,-0.2629,0.2511
Nagumo,u^3,u^2u_xx,P3(u),P2(u)u_xx,-0.9821,0.9417
Nagumo,u^3,u^3u_xx,P3(u),P3(u)u_xx,-0.1868,-0.1699
Nagumo,u^3,u^4u_xx,P3(u),P4(u)u_xx,-0.9923,-0.9823
Nagumo,u^3,u^5u_xx,P3(u),P5(u)u_xx,-0.2944,0.1361
Nagumo,u^3,u^6u_xx,P3(u),P6(u)u_xx,-0.97,0.8707
Nagumo,u^3,u_xxx,P3(u),P0(u)u_xxx,-0.0223,-0.0213
Nagumo,u^3,uu_xxx,P3(u),P1(u)u_xxx,0.1455,-0.1101
Nagumo,u^3,u^2u_xxx,P3(u),P2(u)u_xxx,-0.0616,0.0434
Nagumo,u^3,u^3u_xxx,P3(u),P3(u)u_xxx,0.1249,0.0871
Nagumo,u^3,u^4u_xxx,P3(u),P4(u)u_xxx,-0.0473,-0.0615
Nagumo,u^3,u^5u_xxx,P3(u),P5(u)u_xxx,0.0703,-0.0316
Nagumo,u^3,u^6u_xxx,P3(u),P6(u)u_xxx,-0.0308,0.0314
Nagumo,u^3,u_xxxx,P3(u),P0(u)u_xxxx,0.0667,-0.065
Nagumo,u^3,uu_xxxx,P3(u),P1(u)u_xxxx,0.081,-0.0863
Nagumo,u^3,u^2u_xxxx,P3(u),P2(u)u_xxxx,0.9742,-0.9691
Nagumo,u^3,u^3u_xxxx,P3(u),P3(u)u_xxxx,0.0986,0.0709
Nagumo,u^3,u^4u_xxxx,P3(u),P4(u)u_xxxx,0.9901,0.9806
Nagumo,u^3,u^5u_xxxx,P3(u),P5(u)u_xxxx,0.2309,-0.1109
Nagumo,u^3,u^6u_xxxx,P3(u),P6(u)u_xxxx,0.9682,-0.814
Nagumo,u^3,u_xxxxx,P3(u),P0(u)u_xxxxx,0.0033,0.0029
Nagumo,u^3,uu_xxxxx,P3(u),P1(u)u_xxxxx,-0.0147,0.0136
Nagumo,u^3,u^2u_xxxxx,P3(u),P2(u)u_xxxxx,0.0131,-0.0126
Nagumo,u^3,u^3u_xxxxx,P3(u),P3(u)u_xxxxx,-0.0068,-0.0153
Nagumo,u^3,u^4u_xxxxx,P3(u),P4(u)u_xxxxx,0.0105,0.015
Nagumo,u^3,u^5u_xxxxx,P3(u),P5(u)u_xxxxx,-0.0007,0.0173
Nagumo,u^3,u^6u_xxxxx,P3(u),P6(u)u_xxxxx,0.0111,-0.0018
Nagumo,u^3,u_xxxxxx,P3(u),P0(u)u_xxxxxx,-0.0117,0.0073
Nagumo,u^3,uu_xxxxxx,P3(u),P1(u)u_xxxxxx,-0.0541,0.0601
Nagumo,u^3,u^2u_xxxxxx,P3(u),P2(u)u_xxxxxx,-0.9714,0.9674
Nagumo,u^3,u^3u_xxxxxx,P3(u),P3(u)u_xxxxxx,-0.0843,-0.0649
Nagumo,u^3,u^4u_xxxxxx,P3(u),P4(u)u_xxxxxx,-0.9882,-0.9792
Nagumo,u^3,u^5u_xxxxxx,P3(u),P5(u)u_xxxxxx,-0.2191,0.1116
Nagumo,u^3,u^6u_xxxxxx,P3(u),P6(u)u_xxxxxx,-0.9651,0.8035
Nagumo,u^4,u^5,P4(u),P5(u),0.2556,0.0018
Nagumo,u^4,u^6,P4(u),P6(u),0.97,-0.9585
Nagumo,u^4,u_x,P4(u),P0(u)u_x,-0.0151,0.0093
Nagumo,u^4,uu_x,P4(u),P1(u)u_x,-0.0021,0.0065
Nagumo,u^4,u^2u_x,P4(u),P2(u)u_x,-0.0067,-0.0109
Nagumo,u^4,u^3u_x,P4(u),P3(u)u_x,-0.0035,-0.0054
Nagumo,u^4,u^4u_x,P4(u),P4(u)u_x,0.0008,0.0142
Nagumo,u^4,u^5u_x,P4(u),P5(u)u_x,-0.0026,0.0036
Nagumo,u^4,u^6u_x,P4(u),P6(u)u_x,0.0081,-0.0165
Nagumo,u^4,u_xx,P4(u),P0(u)u_xx,-0.1645,-0.082
Nagumo,u^4,uu_xx,P4(u),P1(u)u_xx,-0.5602,0.4131
Nagumo,u^4,u^2u_xx,P4(u),P2(u)u_xx,-0.2051,-0.1414
Nagumo,u^4,u^3u_xx,P4(u),P3(u)u_xx,-0.9599,0.8338
Nagumo,u^4,u^4u_xx,P4(u),P4(u)u_xx,-0.2321,0.0874
Nagumo,u^4,u^5u_xx,P4(u),P5(u)u_xx,-0.9734,-0.9541
Nagumo,u^4,u^6u_xx,P4(u),P6(u)u_xx,-0.2909,0.0807
Nagumo,u^4,u_xxx,P4(u),P0(u)u_xxx,0.1693,-0.1813
Nagumo,u^4,uu_xxx,P4(u),P1(u)u_xxx,-0.1146,0.1625
Nagumo,u^4,u^2u_xxx,P4(u),P2(u)u_xxx,0.1594,0.125
Nagumo,u^4,u^3u_xxx,P4(u),P3(u)u_xxx,-0.0852,-0.1361
Nagumo,u^4,u^4u_xxx,P4(u),P4(u)u_xxx,0.0906,0.0061
Nagumo,u^4,u^5u_xxx,P4(u),P5(u)u_xxx,-0.0562,0.0606
Nagumo,u^4,u^6u_xxx,P4(u),P6(u)u_xxx,0.0352,-0.0675
Nagumo,u^4,u_xxxx,P4(u),P0(u)u_xxxx,0.0018,0.0286
Nagumo,u^4,uu_xxxx,P4(u),P1(u)u_xxxx,0.1592,-0.0098
Nagumo,u^4,u^2u_xxxx,P4(u),P2(u)u_xxxx,0.1854,0.1387
Nagumo,u^4,u^3u_xxxx,P4(u),P3(u)u_xxxx,0.9337,-0.9102
Nagumo,u^4,u^4u_xxxx,P4(u),P4(u)u_xxxx,0.207,-0.081
Nagumo,u^4,u^5u_xxxx,P4(u),P5(u)u_xxxx,0.9644,0.962
Nagumo,u^4,u^6u_xxxx,P4(u),P6(u)u_xxxx,0.2649,-0.107
Nagumo,u^4,u_xxxxx,P4(u),P0(u)u_xxxxx,-0.0256,0.0264
Nagumo,u^4,uu_xxxxx,P4(u),P1(u)u_xxxxx,0.0169,-0.0235
Nagumo,u^4,u^2u_xxxxx,P4(u),P2(u)u_xxxxx,-0.0066,-0.0253
Nagumo,u^4,u^3u_xxxxx,P4(u),P3(u)u_xxxxx,0.0159,0.0129
Nagumo,u^4,u^4u_xxxxx,P4(u),P4(u)u_xxxxx,0.0048,0.0092
Nagumo,u^4,u^5u_xxxxx,P4(u),P5(u)u_xxxxx,0.0165,0.0096
Nagumo,u^4,u^6u_xxxxx,P4(u),P6(u)u_xxxxx,0.0102,0.0005
Nagumo,u^4,u_xxxxxx,P4(u),P0(u)u_xxxxxx,0.0033,-0.0078
Nagumo,u^4,uu_xxxxxx,P4(u),P1(u)u_xxxxxx,-0.1217,-0.0032
Nagumo,u^4,u^2u_xxxxxx,P4(u),P2(u)u_xxxxxx,-0.1823,-0.1417
Nagumo,u^4,u^3u_xxxxxx,P4(u),P3(u)u_xxxxxx,-0.9216,0.9045
Nagumo,u^4,u^4u_xxxxxx,P4(u),P4(u)u_xxxxxx,-0.203,0.0817
Nagumo,u^4,u^5u_xxxxxx,P4(u),P5(u)u_xxxxxx,-0.9569,-0.9597
Nagumo,u^4,u^6u_xxxxxx,P4(u),P6(u)u_xxxxxx,-0.2604,0.1094
Nagumo,u^5,u^6,P5(u),P6(u),0.4084,-0.0631
Nagumo,u^5,u_x,P5(u),P0(u)u_x,-0.0011,0.0007
Nagumo,u^5,uu_x,P5(u),P1(u)u_x,0.0058,0.0111
Nagumo,u^5,u^2u_x,P5(u),P2(u)u_x,-0.0018,-0.001
Nagumo,u^5,u^3u_x,P5(u),P3(u)u_x,0.0094,-0.0096
Nagumo,u^5,u^4u_x,P5(u),P4(u)u_x,-0.0016,0.0015
Nagumo,u^5,u^5u_x,P5(u),P5(u)u_x,0.014,0.0076
Nagumo,u^5,u^6u_x,P5(u),P6(u)u_x,0.0018,-0.0009
Nagumo,u^5,u_xx,P5(u),P0(u)u_xx,-0.6629,-0.6483
Nagumo,u^5,uu_xx,P5(u),P1(u)u_xx,-0.2797,-0.2925
Nagumo,u^5,u^2u_xx,P5(u),P2(u)u_xx,-0.9499,-0.8401
Nagumo,u^5,u^3u_xx,P5(u),P3(u)u_xx,-0.2349,0.0773
Nagumo,u^5,u^4u_xx,P5(u),P4(u)u_xx,-0.9882,0.9333
Nagumo,u^5,u^5u_xx,P5(u),P5(u)u_xx,-0.355,-0.0338
Nagumo,u^5,u^6u_xx,P5(u),P6(u)u_xx,-0.992,-0.9534
Nagumo,u^5,u_xxx,P5(u),P0(u)u_xxx,-0.0233,0.0761
Nagumo,u^5,uu_xxx,P5(u),P1(u)u_xxx,0.1362,0.0419
Nagumo,u^5,u^2u_xxx,P5(u),P2(u)u_xxx,-0.0571,-0.0808
Nagumo,u^5,u^3u_xxx,P5(u),P3(u)u_xxx,0.1169,-0.0238
Nagumo,u^5,u^4u_xxx,P5(u),P4(u)u_xxx,-0.0445,0.0591
Nagumo,u^5,u^5u_xxx,P5(u),P5(u)u_xxx,0.0653,-0.0084
Nagumo,u^5,u^6u_xxx,P5(u),P6(u)u_xxx,-0.0313,-0.0123
Nagumo,u^5,u_xxxx,P5(u),P0(u)u_xxxx,0.0624,0.0531
Nagumo,u^5,uu_xxxx,P5(u),P1(u)u_xxxx,0.0826,0.0904
Nagumo,u^5,u^2u_xxxx,P5(u),P2(u)u_xxxx,0.9384,0.8767
Nagumo,u^5,u^3u_xxxx,P5(u),P3(u)u_xxxx,0.1438,0.0314
Nagumo,u^5,u^4u_xxxx,P5(u),P4(u)u_xxxx,0.9825,-0.949
Nagumo,u^5,u^5u_xxxx,P5(u),P5(u)u_xxxx,0.2892,0.0055
Nagumo,u^5,u^6u_xxxx,P5(u),P6(u)u_xxxx,0.9873,0.9285
Nagumo,u^5,u_xxxxx,P5(u),P0(u)u_xxxxx,0.0034,-0.0108
Nagumo,u^5,uu_xxxxx,P5(u),P1(u)u_xxxxx,-0.0124,-0.008
Nagumo,u^5,u^2u_xxxxx,P5(u),P2(u)u_xxxxx,0.0125,0.0166
Nagumo,u^5,u^3u_xxxxx,P5(u),P3(u)u_xxxxx,-0.0053,0.0084
Nagumo,u^5,u^4u_xxxxx,P5(u),P4(u)u_xxxxx,0.0112,-0.0122
