problem,D,P,algorithm,task,term,true_value,estimated,rel_error_pct,variance,pip,is_true_term
Nagumo,6,6,VB_Alg1,Drift,u^4u_xxxxxx,,0.001443,,6.608492707172681e-05,1.0,False
Nagumo,6,6,VB_Alg1,Drift,u^5u_xxxxxx,,0.001508,,2.5969348469194115e-05,1.0,False
Nagumo,6,6,VB_Alg1,Drift,u^6u_xxxxxx,,0.000657,,3.0436616330197383e-05,1.0,False
Nagumo,6,6,SINDy,Diffusion,1,1.0,0.978624,-2.1,,,True
Nagumo,6,6,VB_Alg2,Diffusion,1,1.0,0.96866,-3.1,1.603987255763199e-06,1.0,True
Nagumo,6,6,VB_Alg2,Diffusion,uu_xxxx,,0.000995,,1.5686854930401023e-08,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,1,1.0,0.96614,-3.4,7.029399355713903e-06,1.0,True
Nagumo,6,6,VB_Alg1,Diffusion,u,,-0.006255,,0.00017766279395518153,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2,,-0.015501,,0.001525041153082749,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3,,0.042178,,0.007650007315575161,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4,,0.080935,,0.021869097524552225,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5,,-0.032594,,0.012963677922700806,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6,,0.03741,,0.020853588659765793,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u_x,,0.006097,,2.5397121465345344e-05,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,uu_x,,0.008956,,0.0006627258568038406,0.9999999864825677,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2u_x,,-0.034094,,0.006411233585152036,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3u_x,,-0.016748,,0.025291605448341033,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4u_x,,-0.02913,,0.048826230776803654,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5u_x,,0.003224,,0.03874701916264195,0.9999999993168589,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6u_x,,0.040995,,0.03917237588023969,0.9999999670651705,False
Nagumo,6,6,VB_Alg1,Diffusion,u_xx,,0.000893,,2.9915573738239187e-05,0.999999993563921,False
Nagumo,6,6,VB_Alg1,Diffusion,uu_xx,,-0.000641,,0.0008831297613815957,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2u_xx,,-0.025255,,0.006203462359084794,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3u_xx,,-0.040923,,0.02188798960082981,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4u_xx,,0.08905,,0.03816353325423024,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5u_xx,,0.079603,,0.024175123403201392,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6u_xx,,-0.058613,,0.02020525397051441,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u_xxx,,0.003889,,1.3064139719833817e-05,0.9999999999999996,False
Nagumo,6,6,VB_Alg1,Diffusion,uu_xxx,,-0.000453,,0.00022955803519797668,0.9999999999967288,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2u_xxx,,-0.019513,,0.0023170809439466067,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3u_xxx,,0.018964,,0.005579143104001202,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4u_xxx,,0.007362,,0.014972164573551277,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5u_xxx,,-0.020862,,0.004835581709957425,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6u_xxx,,0.01365,,0.006176736117941173,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u_xxxx,,0.000351,,7.050195408264868e-07,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,uu_xxxx,,0.003078,,1.2429002070039463e-05,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2u_xxxx,,0.00422,,9.21263334931602e-05,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3u_xxxx,,0.001907,,0.00024823960276879064,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4u_xxxx,,-0.013821,,0.0005759324978815495,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5u_xxxx,,-0.002114,,0.00022978297286484263,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6u_xxxx,,0.008959,,0.0002598538977867837,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u_xxxxx,,0.000123,,1.9661468896914278e-08,0.9997719170412479,False
Nagumo,6,6,VB_Alg1,Diffusion,uu_xxxxx,,-0.00012,,3.3199354453326583e-07,0.9999997692878989,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2u_xxxxx,,-0.00085,,3.2953170188856222e-06,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3u_xxxxx,,0.001132,,7.477035785762431e-06,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4u_xxxxx,,0.000171,,2.1071139716711567e-05,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5u_xxxxx,,-0.001336,,6.235076219238516e-06,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6u_xxxxx,,0.001021,,8.402196828813926e-06,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u_xxxxxx,,6e-06,,4.343700081669134e-10,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,uu_xxxxxx,,5.7e-05,,6.796964823979961e-09,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^2u_xxxxxx,,0.000145,,5.364619240106633e-08,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^3u_xxxxxx,,0.000112,,1.266734678807971e-07,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^4u_xxxxxx,,-0.00047,,3.269136569228764e-07,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^5u_xxxxxx,,-0.000113,,1.083907135481733e-07,1.0,False
Nagumo,6,6,VB_Alg1,Diffusion,u^6u_xxxxxx,,0.000303,,1.342194376896878e-07,1.0,False
Nagumo,3,6,SINDy,Drift,u,0.5,0.422106,-15.6,,,True
Nagumo,3,6,SINDy,Drift,u^3,-1.0,-0.757585,24.2,,,True
Nagumo,3,6,SINDy,Drift,u^4,,2.847501,,,,False
Nagumo,3,6,SINDy,Drift,u^6,,-2.702505,,,,False
Nagumo,3,6,SINDy,Drift,u^3u_x,,-0.517419,,,,False
Nagumo,3,6,SINDy,Drift,u^4u_x,,-3.308656,,,,False
Nagumo,3,6,SINDy,Drift,u^6u_x,,5.553118,,,,False
Nagumo,3,6,SINDy,Drift,u_xx,1.0,0.964289,-3.6,,,True
Nagumo,3,6,SINDy,Drift,u^4u_xxx,,-0.365272,,,,False
Nagumo,3,6,SINDy,Drift,u^6u_xxx,,0.57573,,,,False
Nagumo,3,6,VB_Alg1,Drift,1,,0.007183,,0.0014528651886210097,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u,0.5,0.583078,16.6,0.03518579265541435,1.0,True
Nagumo,3,6,VB_Alg1,Drift,u^2,0.5,0.437337,-12.5,0.2427833970253302,1.0,True
Nagumo,3,6,VB_Alg1,Drift,u^3,-1.0,-1.253013,-25.3,1.181561939135572,1.0,True
Nagumo,3,6,VB_Alg1,Drift,u^4,,1.060317,,3.4631242445004076,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^5,,-0.266956,,1.6897194415451915,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^6,,-1.630494,,3.3879328362560894,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u_x,,0.08311,,0.002508080223749823,0.9999999997097033,False
Nagumo,3,6,VB_Alg1,Drift,u^2u_x,,-0.955556,,0.3089313347704336,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^6u_x,,2.009098,,1.8954331772238777,0.9998308534297312,False
Nagumo,3,6,VB_Alg1,Drift,u_xx,1.0,0.971467,-2.9,0.0007208404763923538,1.0,True
Nagumo,3,6,VB_Alg1,Drift,uu_xx,,0.055742,,0.011594388913965427,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^2u_xx,,0.320291,,0.08776877629637185,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^3u_xx,,-0.016531,,0.26042133749225566,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^4u_xx,,-0.786594,,0.6412929315303554,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^5u_xx,,-0.142373,,0.2959171559452724,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^6u_xx,,0.260557,,0.26041663709698104,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u_xxx,,0.063272,,0.0005031365361864888,0.9999999995866709,False
Nagumo,3,6,VB_Alg1,Drift,u^2u_xxx,,-0.587837,,0.03969993065401639,1.0,False
Nagumo,3,6,VB_Alg1,Drift,u^4u_xxx,,0.754522,,0.06461868006409356,0.9999999999999996,False
Nagumo,3,6,SINDy,Diffusion,1,1.0,0.978624,-2.1,,,True
Nagumo,3,6,VB_Alg1,Diffusion,1,1.0,0.967903,-3.2,5.841860870916773e-06,1.0,True
Nagumo,3,6,VB_Alg1,Diffusion,u,,-0.011426,,0.00014155923966653106,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^2,,-0.039745,,0.0009737975314882142,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^3,,0.048578,,0.004744640547628752,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^4,,0.067496,,0.013894646202546266,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^5,,-0.043954,,0.00679249925042686,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^6,,0.07893,,0.01359973238522696,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u_x,,0.002112,,9.63959725184839e-06,0.9979780950680455,False
Nagumo,3,6,VB_Alg1,Diffusion,uu_x,,0.005625,,0.00041393406769036815,0.999931045711198,False
Nagumo,3,6,VB_Alg1,Diffusion,u^2u_x,,-0.014107,,0.004513330642624579,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^3u_x,,-2.3e-05,,0.01802394268695734,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^4u_x,,-0.040272,,0.04543131295258476,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^5u_x,,-0.022688,,0.027853476707044335,0.9999995357748092,False
Nagumo,3,6,VB_Alg1,Diffusion,u^6u_x,,0.036758,,0.03526900323551032,0.9999997245726661,False
Nagumo,3,6,VB_Alg1,Diffusion,u_xx,,-0.003193,,2.9561929698092663e-06,0.9980619317347931,False
Nagumo,3,6,VB_Alg1,Diffusion,uu_xx,,-0.030569,,4.659392792778889e-05,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^2u_xx,,-0.020703,,0.0003525067672940667,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^3u_xx,,-0.007748,,0.0010450108815513752,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^4u_xx,,0.067177,,0.002575532610741034,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^5u_xx,,0.048731,,0.00118729020767583,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^6u_xx,,-0.042328,,0.0010473194989036629,1.0,False
Nagumo,3,6,VB_Alg1,Diffusion,u^2u_xxx,,0.010798,,0.00016064319487039066,0.9998310201938497,False
Nagumo,3,6,VB_Alg1,Diffusion,u^4u_xxx,,-0.021195,,0.0014841628772527865,0.9999999999948106,False
Nagumo,3,6,VB_Alg1,Diffusion,u^6u_xxx,,0.004173,,0.0006201085570939303,0.998600983561966,False
Nagumo,6,3,SINDy,Drift,u,0.5,0.503601,0.7,,,True
Nagumo,6,3,SINDy,Drift,u^2,0.5,0.498728,-0.3,,,True
Nagumo,6,3,SINDy,Drift,u^3,-1.0,-1.048805,-4.9,,,True
Nagumo,6,3,SINDy,Drift,u_xx,1.0,0.972711,-2.7,,,True
Nagumo,6,3,VB_Alg1,Drift,1,,-0.000549,,0.0011829432880275095,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u,0.5,0.447032,-10.6,0.005185299483825751,1.0,True
Nagumo,6,3,VB_Alg1,Drift,u^2,0.5,0.600275,20.1,0.05988931523241422,1.0,True
Nagumo,6,3,VB_Alg1,Drift,u^3,-1.0,-0.873435,12.7,0.06104478959159361,1.0,True
Nagumo,6,3,VB_Alg1,Drift,u_xx,1.0,0.96677,-3.3,0.0009524635458805088,1.0,True
Nagumo,6,3,VB_Alg1,Drift,uu_xx,,-0.196905,,0.040269170348823165,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u^2u_xx,,0.135558,,0.10665021917009136,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u^3u_xx,,1.013588,,0.32921611987561833,1.0,False
Nagumo,6,3,VB_Alg1,Drift,uu_xxxx,,-0.007238,,0.0009697363209432576,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u^2u_xxxx,,0.022679,,0.001414624190330976,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u^3u_xxxx,,0.118033,,0.006126011503231057,1.0,False
Nagumo,6,3,VB_Alg1,Drift,uu_xxxxxx,,9e-05,,6.292814762028889e-07,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u^2u_xxxxxx,,0.000511,,7.654938885029712e-07,1.0,False
Nagumo,6,3,VB_Alg1,Drift,u^3u_xxxxxx,,0.002372,,3.499399348049918e-06,1.0,False
Nagumo,6,3,SINDy,Diffusion,1,1.0,0.978624,-2.1,,,True
Nagumo,6,3,VB_Alg1,Diffusion,1,1.0,0.964452,-3.6,4.761774879189648e-06,1.0,True
Nagumo,6,3,VB_Alg1,Diffusion,u,,0.003397,,2.773905501030963e-05,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^2,,0.027501,,0.00024185713607601143,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^3,,0.001028,,0.0003159736566903398,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,uu_x,,0.01493,,0.00018464685614005943,0.9997949244457491,False
Nagumo,6,3,VB_Alg1,Diffusion,u^3u_x,,-0.040589,,0.00220887777369187,0.997736340622477,False
Nagumo,6,3,VB_Alg1,Diffusion,u_xx,,0.001278,,1.6235215740514374e-05,0.9999343151439822,False
Nagumo,6,3,VB_Alg1,Diffusion,uu_xx,,0.017146,,0.00016545824950263586,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^2u_xx,,0.004992,,0.0007027780999557808,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^3u_xx,,-0.041543,,0.001340328067032952,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u_xxxx,,0.000807,,4.7327020434923523e-07,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,uu_xxxx,,0.005627,,3.904317401219528e-06,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^2u_xxxx,,-0.00045,,9.125927917859952e-06,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^3u_xxxx,,-0.005034,,2.480699434432509e-05,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u_xxxxxx,,1.9e-05,,2.916867937255788e-10,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,uu_xxxxxx,,0.000112,,2.5286385819201645e-09,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^2u_xxxxxx,,-1.5e-05,,4.76117477996277e-09,1.0,False
Nagumo,6,3,VB_Alg1,Diffusion,u^3u_xxxxxx,,-7.5e-05,,1.412020155400903e-08,1.0,False
Nagumo,3,3,SINDy,Drift,u,0.5,0.503601,0.7,,,True
Nagumo,3,3,SINDy,Drift,u^2,0.5,0.498728,-0.3,,,True
Nagumo,3,3,SINDy,Drift,u^3,-1.0,-1.048805,-4.9,,,True
Nagumo,3,3,SINDy,Drift,u_xx,1.0,0.972711,-2.7,,,True
Nagumo,3,3,VB_Alg2,Drift,1,,-0.0074,,6.428594439284278e-05,1.0,False
Nagumo,3,3,VB_Alg2,Drift,u,0.5,0.495845,-0.8,0.002416190738995519,1.0,True
Nagumo,3,3,VB_Alg2,Drift,u^2,0.5,0.53828,7.7,0.0021606897895786836,1.0,True
Nagumo,3,3,VB_Alg2,Drift,u^3,-1.0,-1.030527,-3.1,0.0181268524119617,1.0,True
Nagumo,3,3,VB_Alg2,Drift,u_xx,1.0,0.971944,-2.8,0.00037381513776521026,1.0,True
Nagumo,3,3,VB_Alg1,Drift,1,,-0.00741,,6.821609683818737e-05,1.0,False
Nagumo,3,3,VB_Alg1,Drift,u,0.5,0.47048,-5.9,0.004600585030877885,1.0,True
Nagumo,3,3,VB_Alg1,Drift,u^2,0.5,0.627729,25.5,0.02593586439629892,1.0,True
Nagumo,3,3,VB_Alg1,Drift,u^3,-1.0,-1.070071,-7.0,0.029866001364190486,1.0,True
Nagumo,3,3,VB_Alg1,Drift,u_xx,1.0,0.980122,-2.0,0.0005130884667307396,1.0,True
Nagumo,3,3,VB_Alg1,Drift,u^2u_xx,,-0.049329,,0.00880379832145924,1.0,False
Nagumo,3,3,VB_Alg1,Drift,u^3u_xx,,0.065733,,0.011108891592369914,1.0,False
Nagumo,3,3,SINDy,Diffusion,1,1.0,0.978624,-2.1,,,True
Nagumo,3,3,VB_Alg2,Diffusion,1,1.0,0.971206,-2.9,1.2458671486857613e-06,1.0,True
Nagumo,3,3,VB_Alg2,Diffusion,uu_xx,,-0.015514,,5.319750756759244e-06,1.0,False
Nagumo,3,3,VB_Alg1,Diffusion,1,1.0,0.967807,-3.2,3.819596091576796e-06,1.0,True
Nagumo,3,3,VB_Alg1,Diffusion,u,,-0.002495,,1.9204819960637116e-05,0.9999999999998115,False
Nagumo,3,3,VB_Alg1,Diffusion,u^2,,-0.005686,,0.00016673930635651573,1.0,False
Nagumo,3,3,VB_Alg1,Diffusion,u^3,,0.006342,,0.0001240677523213679,0.9999999997591456,False
Nagumo,3,3,VB_Alg1,Diffusion,u_xx,,-0.004397,,2.3703704894120178e-06,0.9999957743247394,False
Nagumo,3,3,VB_Alg1,Diffusion,uu_xx,,-0.026865,,2.240309333098773e-05,1.0,False
Nagumo,3,3,VB_Alg1,Diffusion,u^2u_xx,,0.003951,,3.530306071602298e-05,1.0,False
Nagumo,3,3,VB_Alg1,Diffusion,u^3u_xx,,0.006196,,0.00010413094296880667,1.0,False
Allen_Cahn,6,6,SINDy,Drift,u,1.0,1.27407,27.4,,,True
Allen_Cahn,6,6,SINDy,Drift,u^3,-1.0,-2.069579,-107.0,,,True
Allen_Cahn,6,6,SINDy,Drift,u^4,,0.374833,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^5,,0.993285,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^6,,-0.502284,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^2u_x,,1.279509,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^4u_x,,-6.458,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^6u_x,,4.482952,,,,False
Allen_Cahn,6,6,SINDy,Drift,u_xx,1.0,0.973364,-2.7,,,True
Allen_Cahn,6,6,SINDy,Drift,u^2u_xx,,0.342694,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^4u_xx,,-0.630846,,,,False
Allen_Cahn,6,6,SINDy,Drift,u^6u_xx,,0.365455,,,,False
Allen_Cahn,6,6,VB_Alg2,Drift,1,,-0.000454,,8.806437661366365e-06,1.0,False
Allen_Cahn,6,6,VB_Alg2,Drift,u,1.0,1.017037,1.7,0.0016774115521774968,1.0,True
Allen_Cahn,6,6,VB_Alg2,Drift,u^3,-1.0,-1.051619,-5.2,0.00801725775985368,1.0,True
Allen_Cahn,6,6,VB_Alg2,Drift,u_xx,1.0,0.997616,-0.2,0.0003022267454226583,1.0,True
Allen_Cahn,6,6,VB_Alg1,Drift,1,,-0.022221,,0.0014867543881570227,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u,1.0,1.276632,27.7,0.037671534601469714,1.0,True
Allen_Cahn,6,6,VB_Alg1,Drift,u^2,,0.379186,,0.3409029483970686,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3,-1.0,-1.928724,-92.9,1.789789192984243,1.0,True
Allen_Cahn,6,6,VB_Alg1,Drift,u^4,,0.258973,,3.9079994281033,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^5,,0.96225,,2.1761202203984196,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6,,-0.930707,,2.91084642426169,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,uu_x,,0.355662,,0.07147552302506344,0.9999999350032234,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^2u_x,,0.57422,,0.38421783210445387,0.9999999999999729,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3u_x,,-0.958021,,0.5589418052918924,0.999999629364536,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^4u_x,,-3.053965,,8.180228601868555,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6u_x,,1.486248,,6.506516068263119,0.9999999999999991,False
Allen_Cahn,6,6,VB_Alg1,Drift,u_xx,1.0,0.916066,-8.4,0.007952557371688278,1.0,True
Allen_Cahn,6,6,VB_Alg1,Drift,uu_xx,,-0.046798,,0.1693902196532512,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^2u_xx,,2.166534,,1.4459865106337586,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3u_xx,,-0.284204,,4.5366199873106146,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^4u_xx,,-4.657055,,7.254989220969099,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^5u_xx,,0.107615,,3.9718835871893265,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6u_xx,,2.261885,,3.058409606904261,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3u_xxx,,0.466334,,0.20565300877885276,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^4u_xxx,,-0.106271,,0.3424092262105774,0.9999999999999429,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^5u_xxx,,-1.038986,,0.2604270739729931,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6u_xxx,,0.012732,,0.3140821211284456,0.9999999999999998,False
Allen_Cahn,6,6,VB_Alg1,Drift,u_xxxx,,-0.015029,,0.00016796547409524495,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,uu_xxxx,,-0.007244,,0.0024338178249697115,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^2u_xxxx,,0.330367,,0.02026000354985066,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3u_xxxx,,-0.07382,,0.04757095449438102,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^4u_xxxx,,-0.660354,,0.10822713947569464,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^5u_xxxx,,0.096085,,0.034716202711978644,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6u_xxxx,,0.260309,,0.03841888138191873,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,uu_xxxxx,,-0.009119,,1.3474897295609624e-05,0.9999999980892793,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3u_xxxxx,,0.04628,,0.00041160521122127495,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^4u_xxxxx,,-0.000433,,0.00044227557202111467,0.9999999999976066,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^5u_xxxxx,,-0.057121,,0.0003879980710025378,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6u_xxxxx,,-0.000816,,0.00037350070737318696,0.999999999999988,False
Allen_Cahn,6,6,VB_Alg1,Drift,u_xxxxxx,,-0.000437,,9.8756233206566e-08,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,uu_xxxxxx,,-0.000218,,1.3822860694471968e-06,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^2u_xxxxxx,,0.008044,,1.1238070852091953e-05,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^3u_xxxxxx,,-0.001495,,2.3506249814376984e-05,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^4u_xxxxxx,,-0.015499,,5.802039843910855e-05,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^5u_xxxxxx,,0.002573,,1.532718459586866e-05,1.0,False
Allen_Cahn,6,6,VB_Alg1,Drift,u^6u_xxxxxx,,0.005716,,1.876018831379953e-05,1.0,False
Allen_Cahn,6,6,SINDy,Diffusion,1,1.0,0.979198,-2.1,,,True
Allen_Cahn,6,6,VB_Alg2,Diffusion,1,1.0,0.970285,-3.0,1.5770680596641202e-06,1.0,True
Allen_Cahn,6,6,VB_Alg2,Diffusion,uu_xxxx,,0.000871,,1.4774877436602023e-08,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,1,1.0,0.96915,-3.1,5.989146236004701e-06,1.0,True
Allen_Cahn,6,6,VB_Alg1,Diffusion,u,,0.00873,,0.0001520716212200464,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^2,,0.000777,,0.0013770611027725836,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^3,,-0.008469,,0.007305783256440977,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^4,,-0.014168,,0.01578717845027381,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^5,,-0.049603,,0.008828295527864223,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^6,,0.03145,,0.011745295812194315,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u_x,,-0.001876,,3.359842056829825e-05,0.9999999853306414,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,uu_x,,-0.007722,,0.0008343858025708543,0.9999999946129254,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^2u_x,,0.005456,,0.007899051900747644,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^3u_x,,0.242121,,0.02595308968795282,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^4u_x,,0.038141,,0.04997122883845199,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^5u_x,,-0.333226,,0.026871617947777284,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^6u_x,,-0.062022,,0.02852068752117217,0.9999999999999856,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u_xx,,-0.006947,,3.241496466823137e-05,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,uu_xx,,0.023749,,0.0006821684689982331,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^2u_xx,,0.106535,,0.0058612939406563905,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^3u_xx,,-0.161884,,0.01826202989046337,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^4u_xx,,-0.122226,,0.029279404975196,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^5u_xx,,0.101064,,0.016029187121177957,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u^6u_xx,,0.043962,,0.012310771089175667,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,u_xxx,,-0.004092,,9.465956241750757e-06,1.0,False
Allen_Cahn,6,6,VB_Alg1,Diffusion,uu_xxx,,0.018706,,0.0001963387869148709,1.0,False
